id;time;subscriber;aprefix;destination;invoice group;prefix;pbx;direction;volume/time(secs);price;free;forward;servingnetwork;reason;billed;zone
946624338;08-04-2019 10:17;4570200645;Danmark 70 nummer;45605634XX;Danmark Mobil;Danmark Mobil;rackpeoplehq-;ip-pstn;300;2,05;no;0;;0;yes;Norden Mobil (DK)
946624381;08-04-2019 10:17;4578772918;Danmark Fastnet;45226429XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;120;0,85;no;0;;0;yes;Norden Mobil (DK)
946624707;08-04-2019 10:18;46840836384;Sweden;467664852XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
946624819;08-04-2019 10:18;4578772916;Danmark Fastnet;45416004XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;0;0,05;no;0;;0;yes;Norden Mobil (DK)
946624950;08-04-2019 10:19;46840836389;Sweden;468519810XX;Udland;Sweden;firebrand-;ip-pstn;60;0,27;no;0;;0;yes;Norden
946625294;08-04-2019 10:20;46840836388;Sweden;467631020XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
946625410;08-04-2019 10:20;46840836388;Sweden;467373653XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
946625420;08-04-2019 10:20;46840836384;Sweden;463644054XX;Udland;Sweden;firebrand-;ip-pstn;480;0,76;no;0;;0;yes;Norden
946626002;08-04-2019 10:22;4578772915;Danmark Fastnet;47930405XX;Udland Mobil;Norway-Mobile;firebrand-;ip-pstn;120;1,1;no;0;;0;yes;Norden Mobil
946626703;08-04-2019 10:24;4578772914;Danmark Fastnet;45616061XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;120;0,85;no;0;;0;yes;Norden Mobil (DK)
946628437;08-04-2019 10:30;46840836388;Sweden;4631850000XX;Udland;Sweden;firebrand-;ip-pstn;60;0,27;no;0;;0;yes;Norden
946628601;08-04-2019 10:30;46840836388;Sweden;467030538XX;Udland Mobil;Sweden-Mobile;firebrand-;ip-pstn;60;0,65;no;0;;0;yes;Norden Mobil
946628801;08-04-2019 10:31;4578772918;Danmark Fastnet;45408483XX;Danmark Mobil;Danmark Mobil;firebrand-;ip-pstn;60;0,45;no;0;;0;yes;Norden Mobil (DK)
946629877;08-04-2019 10:34;46840836381;Sweden;464184511XX;Udland;Sweden;firebrand-;ip-pstn;60;0,27;no;0;;0;yes;Norden
